Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
Territory Manager,Sreesastha Ins- Corp Advisory Private Limited,Karnataka,"['Analytical Skills Business Planning', 'Sales Operations', 'Communication Skills', 'Customer Service Skills', 'Leadership', 'Team Management', 'Relationship Building', 'Market Understanding']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
Web Developer,Venus Graph,All India,"['C MySQL', 'SQL Database', 'JavaScript', 'Bootstrap', 'JSON', 'Jquery', 'SOAP', 'OOPS', 'CSS', 'XML', 'ASPnet', 'Blazor', 'Web API', 'WCF Webservices']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,60
Dir-Services I,"Marriott International, Inc",All India,"['GED SOP', 'LSOP']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
3D Graphic Designer,Green pixels creations private limited,Coimbatore,"['Autodesk Maya Blender', '3ds Max', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign']",1.0,5.0,Entry Level,True,,,Not Disclosed,Designer,60
Operations Executive,C&B Group LLP,Ghaziabad,"['Event Management Operations', 'Logistics', 'Vendor Management', 'Client Servicing']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Graphic Design Intern,Decibel Media House,Delhi,"['Graphics Graphic Design', 'Image Editing', 'Collaboration', 'Adobe Photoshop', 'Adobe Illustrator', 'Creative mindset', 'Attention to detail', 'Design trends']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Doctor,Dhyan Health Care,Tamil Nadu,"['Diagnose Health education', 'Treat patients', 'Prescribe medications', 'Emergency medical situations', 'Maintain medical records', 'Supervise medical staff', 'Stay updated with medical advancements']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Senior Content Writer,Weekday AI (YC W21),Chennai,"['Content Writing Copywriting', 'SEO', 'WordPress', 'Content Strategy', 'Time Management', 'Research  Editing', 'Crossfunctional Collaboration']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,60
Assistant Manager - Operations,Naturals Salon,Thrissur,"['Analytical Skills Strong Communication Skills', 'Interpersonal Skills', 'Conflict Resolution', 'Presentation Skills', 'Time Management', 'Adaptability', 'Business Operations Knowledge', 'Reporting  Documentation', 'MS Office Proficiency', 'Email  Documentation Handling', 'Multitasking', 'Attention to Detail', 'Proactive  Selfdriven', 'ProblemSolving Attitude', 'Confidentiality  Integrity']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Production Assistant,Affly Systems,All India,"['Assembly Manufacturing', 'Assembling']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Senior Associate- Performance Marketing,upGrad International,Maharashtra,"['Google Analytics CRM', 'Marketing automation', 'SEO', 'Content Marketing', 'Performance Marketing', 'B2C lead generation', 'Google Ads', 'Facebook Ads', 'Instagram Ads', 'YouTube Ads', 'TikTok Ads', 'AB testing', 'CRO strategies']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Business Development Manager (BDM),Eversume,Thiruvananthapuram,"['Field Sales Relationship Management', 'Sales Targets', 'Educational Products', 'School Stationery', 'Talent Tests', 'Competitions']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Video Shooting & Editing Intern,Green Pine Industries,All India,"['Video Editing Adobe Premiere Pro', 'Video Shooting', 'Final Cut']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Creative Video Editor,Ninety One Cycles | 91 Bikes,Maharashtra,"['After Effects video editing', 'social media', 'Premiere Pro', 'brand films', 'promos']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,60
Home Automation Technician,Reflex Systems Home Automation Solutions,Kochi,"['Installation  servicing of home automation systems Site visits', 'customer support', 'Coordination with the technical team']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Video Editor and Graphics Designer,Fireblaze AI School,Nagpur,"['Video Editing Graphic Design', 'Adobe Creative Suite', 'Sound Design', 'Motion Graphics', 'Visual Storytelling', 'Typography', 'Layout', 'Composition', 'Color Grading']",1.0,5.0,Entry Level,True,,,Not Disclosed,Designer,60
.Net/C Developer,Travitons Technologies,All India,"['Net HTML', 'CSS', 'SQL', 'React']",4.0,15.0,Mid Level,True,,,Not Disclosed,Developer,60
Production and Marketing Manager,VDESI INDIA,Maharashtra,"['Production Management Quality Control', 'Excel', 'Project Management', 'Analytical Skills', 'Communication Skills', 'Team Management', 'Organizational Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
Enrollment Advisor,Xylem Learning App,Kozhikode,"['Sales Verbal Communication', 'Interpersonal Skills', 'Academic Counselling', 'Active Listening', 'Goaldriven']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Photography Internship,Go Alpha Kids,All India,"['Photography Videography', 'Editing', 'Communication', 'Interpersonal Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Intern,60
Digital Marketing Fresher FEMALE ONLY,PERFECTKODE SOFTWARE TECHNOLOGIES,All India,"['Digital Marketing Analytical Skills', 'Logical Reasoning', 'English Proficiency']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Banquet Sales Manager,AANLEY SERVICES PRIVATE LIMITED,Ahmedabad,"['banquet sales hospitality', 'event sales', 'communication', 'negotiation', 'interpersonal skills', 'Ahmedabad market knowledge', 'client base management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
Customer Service Representative - Sales,Furms Business Solutions Private Limited,Karnataka,"['Customer Support Communication Skills', 'English', 'Hindi', 'Kannada', 'Tamil', 'Telugu', 'Sales Knowledge']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,60
Visual Merchandiser,Global Education Institute,Agra,"['Visual Merchandising Design', 'Color', 'Retail Merchandising', 'Style', 'Layout Techniques']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Supply Chain Management Fresher,Velnik India,All India,"['Supply Chain Management Procurement', 'Purchasing', 'Vendor Coordination', 'Purchase Orders', 'Inventory Management', 'MS Office', 'ERP', 'Cost Negotiation']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Marketing Executive,MAS Solar Systems Private Limited,Coimbatore,['Communication skillsConvincing skills'],0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
Electrical Maintenance,Accupack Engineering Pvt Ltd,Navi Mumbai,"['Electrical Maintenance Troubleshooting', 'Wiring', 'Cabling', 'Inspections', 'Safety Standards']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Civil Project Engineer,Maco Corporation India Pvt Ltd,Kolkata,"['AutoCAD Civil design', 'Site execution', 'Construction planning', 'Quality standards']",5.0,9.0,Senior Level,True,,,Not Disclosed,Engineer,60
Jr. Maintenance Engineer,Engineering Manufacturing Company,Vadodara,['Maintenance Engineer Plastic Product Manufacturing'],2.0,6.0,Mid Level,True,,,Not Disclosed,Engineer,60
Service and Maintenance Engineer - Tool Room Machines,DRG JPMC Hyderabad,Karnataka,"['Sales Service', 'Industrial Machinery', 'Installation', 'Commissioning', 'Maintenance', 'Repair', 'Technical Support', 'Training', 'Documentation', 'Continuous Improvement']",2.0,6.0,Mid Level,True,,,Not Disclosed,Engineer,60
Administrative Branch Manager,We Shine Academy,All India,"['Branch Operations Team Leadership', 'Customer Relations', 'Sales Acumen', 'Customer Focus', 'Sales  Business Development', 'Performance Tracking', 'Compliance  Reporting', 'Leadership Ability', 'ProblemSolving Skills', 'Attention to Detail']",2.0,10.0,Mid Level,True,,,Not Disclosed,Manager,60
Quality Assurance,Betasoft Solutions Pvt. Ltd.,Punjab,"['Quality Assurance Manual Testing', 'Mobile Applications', 'Web Applications', 'API Testing', 'Google AdSense', 'Google Tags', 'Swagger', 'Postman']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Web Content Specialist,DEPT,Maharashtra,"['creative writing computer literacy', 'excellent communication skills', 'undertake research', 'multitasking', 'prioritization', 'Ms Office skills', 'interest in different methods of communication']",0.0,3.0,Entry Level,True,,,Not Disclosed,Specialist,60
ASSISTANT MANAGER (AUDIT AND INCOME TAX),KUSA MANAGEMENT CONSULTANCY PRIVATE LIMITED,Rajkot,"['Leadership Skills Communication Skills', 'Advance Excel']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
Head of Accounting & Finance,RISHI JOBS,Surat,"['Cost Accounting Tally', 'Excel', 'Cost Accounting', 'Compliance Management', 'Internal Controls  Accounting Systems', 'Daily Financial Reporting', 'Compliance  Standards']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
Ops Manager & Senior Manager,TOP MNC,Karnataka,"['People Management Skills Communication Skills', 'CSAT', 'AHT', 'Attrition Management', 'Stakeholder Management', 'Client Management', 'US Residential MortgageLoan Origination', 'Shrinkage Management']",4.0,20.0,Mid Level,True,,,Not Disclosed,Manager,60
Assistant Manager Audit and Income Tax,Ghetiya M.C. & Co.,Rajkot,"['Leadership Skills Communication Skills', 'Advance Excel']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
Research Assistant/Associate,University of Glasgow,Maharashtra,"['optics interferometry', 'photonics', 'laboratory skills', 'communication skills', 'interpersonal skills', 'scientific writing', 'Matlab', 'Python', 'LabVIEW', 'problem solving skills', 'research creativity', 'collaborative ability', 'selfmotivation', 'public presentations', 'optical modelling', 'design of optical systems', 'optical metrology', 'working with NIR lasers', 'cleanroom working', 'optical polishing', 'data handling', 'building laboratory electronics']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
HR Executive,Rightzone Resource Solutions Pvt Ltd,Hosur,"['Recruitment Employee Relations', 'Human Resources', 'HR Executive', 'Hospital']",3.0,7.0,Mid Level,True,,,Not Disclosed,Executive,60
Sales & Service Engineer,Prodigy Placement LLP,Ahmedabad,"['Installation Commissioning', 'Maintenance', 'Troubleshooting', 'Customer Service', 'Mechanical', 'PLCs', 'Drives', 'Interpersonal Skills', 'Technical Expertise', 'Problemsolving', 'Electrical', 'Software Systems', 'Machine Servicing', 'Laser Technology', 'CNC Systems', 'Control Systems']",1.0,5.0,Entry Level,True,,,Not Disclosed,Engineer,60
3D Artist Trainer/Faculty,JBK Academy,Hyderabad,"['Autodesk Maya 3D Modeling', 'Character Animation', 'Lighting', 'Rendering', 'After Effects', 'Blender', '3ds Max', 'Photoshop', 'Communication Skills', 'Presentation Skills', 'Teaching', 'Mentoring', 'VFX basics']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
MS SQL Developer,FalconSmartIT,All India,"['SSIS TSQL', 'MSSQL']",3.0,7.0,Mid Level,True,,,Not Disclosed,Developer,60
Assistant Merchandiser,CTA Apparels,Noida,"['Coordination MS Excel', 'Strong communication', 'Followup', 'Proficiency in ERP systems', 'Knowledge of international quality standards', 'Compliance requirements']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Busy Software Expert,Sun Organic Industries Private Limited,All India,"['AccountingManagement of Stocks', 'Busy Accounting Software']",2.0,8.0,Mid Level,True,,,Not Disclosed,Software,60
Site Reliability Engineering (SRE),SysTechCorp Inc,Noida,"['Agile Kanban', 'Jira', 'Troubleshooting', 'Process Automation', 'SLA Management', 'Troubleshooting', 'Knowledge Sharing', 'Leadership Skills', 'Analytical Skills', 'Monitoring Tools', 'Automation Tools', 'SRE', 'Application Support Lead', 'Performance Data Analysis', 'Technical Research Analysis', 'RCA  CAPA Documentation', 'APM Tools', 'API Troubleshooting', 'AWS Cloud']",5.0,9.0,Senior Level,True,,,Not Disclosed,Engineer,60
HR Executive (HR Generalist),IMHR ACADEMY,Rajsamand,"['HR processes Employee relations', 'Recruitment', 'Employee engagement', 'Statutory compliance', 'MIS reports']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Performance Media Buyer (Meta Ads),Promotedigitally,Lucknow,"['Media Buying Analytical Skills', 'Meta Ads', 'ROAS', 'Creative Iteration', 'DTC Campaigns', 'Hook Rate']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Jewellery Merchandiser for Mumbai,Aura Jewels,All India,"['Market Research Trend Forecasting', 'Competitor Analysis', 'Visual Merchandising', 'Merchandiser', 'Design Coordination', 'Social Media Planning', 'Workflow Optimization', 'Jewellery Designing']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
Intern 4 - Tax - TMT - TAX - ITTS - Transfer Pricing - Gurgaon,EY,Haryana,"['Python Java', 'SQL', 'AWS']",4.0,8.0,Mid Level,True,,,Not Disclosed,Intern,60
Medical Representative,ONEWAY,Rajkot,"['Gujarati English', 'MR', 'Dentist products sales', 'Local area knowledge']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Business Development Associate,LNV Digital Sytem,Ambernath,"['Conflict resolution Relationship building', 'Excellent communication skill', 'Lead generations', 'Handling', 'resolving client queries', 'complaints', 'Identify new sales opportunities', 'potential clients']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Photographer/Editor,Favon Productions,Karnataka,"['Photo editing Photography', 'Photography Experience', 'total work', 'Color Grading']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
D2C Creative Strategist for Paid Media,House of Unblur,Surat,"['Advertising Data Analysis', 'Client Interaction', 'Strategic Thinking', 'Paid Media Creative Strategy', 'Performance Marketing', 'ProblemSolving']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,60
Chartered Accountants,R.C.C INFRASTRUCTURES,Bhopal,"['Accounting GST', 'TDS', 'Income Tax', 'Invoicing', 'Bank Reconciliation', 'Audit', 'Compliance', 'Data Entry', 'Tally ERP', 'MS Excel', 'Communication']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
"Photographer, videographer and editor",Golden Shutter Studio,Hyderabad,"['Wedding Photography Videography', 'Composition', 'Lighting', 'Communication Skills', 'Post Processing', 'Lightroom', 'Photoshop', 'Camera Handling']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Inbound MNC BPO is Hiring CCE for Kolkata.,Adeeba e Services Pvt. Ltd.,Kolkata,"['Troubleshooting Computer', 'Broadband', 'Router', 'Mac', 'Iphone', 'Ipad', 'Customer service', 'Inbound Technical Support', 'Outbound Technical Support', 'Good communication skills', 'Printer', 'Email issues']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
ERP Implementation,RISHI JOBS,Surat,"['ERP Implementation Testing', 'Training', 'Documentation', 'Understanding company work process', 'ERP solutions', 'Data upload', 'System launch', 'Coordination with ERP vendor', 'Support users', 'Problemsolving']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Sales Marketing Coordinator,Tembo Global Industries LTD,Navi Mumbai,"['Customer service Time management', 'Analytical skills', 'Excellent communication', 'Interpersonal', 'Organizational skills', 'Prioritization', 'Problemsolving skills', 'Attention to detail']",1.0,5.0,Entry Level,True,,,Not Disclosed,Coordinator,60
Store Manager,NRG RECRUITERS,Madurai,['Retail Industry Knowledge'],5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,60
Entry Level Marketing Assistant,Seronda Network,Rajkot,"['Marketing Social Media Management', 'Market Research', 'Content Creation', 'Event Planning', 'Team Collaboration', 'Microsoft Office', 'Digital Marketing']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Printer Support Technician,OnlineInfatuation,Noida,"['Troubleshooting Technical Support', 'Software', 'Windows OS', 'Installation', 'Printer', 'Network Printing']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Medical Radiology & Imaging Technology Assistant Professor (Female),Crystal Clear Services Pvt.ltd,Maharashtra,"['Imaging Technology MRI', 'Medical Radiology', 'Educator', 'Facilitator']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Front End Developer,Global Education Institute,All India,"['JavaScript HTML5', 'CSS3', 'Git', 'Reactjs', 'Nextjs', 'SCSS']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,60
Java Fullstack Developer,Carelon Global Solutions India,Karnataka,"['Angular Spring Boot', 'SQL', 'MVC', 'Spring MVC', 'Web Services', 'JavaScript', 'Java Full Stack', 'React', 'Java Microservices']",5.0,9.0,Senior Level,True,,,Not Disclosed,Developer,60
Senior/Lead Python Developer,Talent Basket,All India,"['azure python', 'reactjs', 'azure functions']",5.0,9.0,Senior Level,True,,,Not Disclosed,Developer,60
International Customer Service,Adeeba e Services Pvt. Ltd.,Kolkata,"['Tech Support Troubleshooting', 'Computer', 'Broadband', 'Router', 'Mac', 'Iphone', 'Ipad', 'Outbound Tech Support', 'Sales Skills', 'Printer', 'Email issues']",0.0,3.0,Entry Level,True,,,Not Disclosed,Customer service,60
